State,Year,Quarter,district,registeredUsers
uttar-pradesh,2019,1,shravasti ,16894
uttar-pradesh,2019,1,kasganj ,46990
uttar-pradesh,2019,1,varanasi ,524667
uttar-pradesh,2019,1,gautam buddha nagar ,1143614
uttar-pradesh,2019,1,basti ,110068
uttar-pradesh,2019,1,shamli ,60928
uttar-pradesh,2019,1,maharajganj ,116789
uttar-pradesh,2019,1,etawah ,79764
uttar-pradesh,2019,1,etah ,62643
uttar-pradesh,2019,1,banda ,51294
uttar-pradesh,2019,1,bijnor ,142913
uttar-pradesh,2019,1,hardoi ,97562
uttar-pradesh,2019,1,balrampur ,44496
uttar-pradesh,2019,1,amroha ,77180
uttar-pradesh,2019,1,pilibhit ,76898
uttar-pradesh,2019,1,mainpuri ,74458
uttar-pradesh,2019,1,kanpur dehat ,55057
uttar-pradesh,2019,1,jaunpur ,229957
uttar-pradesh,2019,1,kaushambi ,36501
uttar-pradesh,2019,1,hapur ,97238
uttar-pradesh,2019,1,hamirpur ,44913
uttar-pradesh,2019,1,meerut ,311930
uttar-pradesh,2019,1,mathura ,196168
uttar-pradesh,2019,1,chitrakoot ,29453
uttar-pradesh,2019,1,lalitpur ,52158
uttar-pradesh,2019,1,mau ,103587
uttar-pradesh,2019,1,mirzapur ,118790
uttar-pradesh,2019,1,bulandshahr ,171533
uttar-pradesh,2019,1,gonda ,102076
uttar-pradesh,2019,1,jhansi ,178538
uttar-pradesh,2019,1,chandauli ,108979
uttar-pradesh,2019,1,bhadohi ,80947
uttar-pradesh,2019,1,pratapgarh ,121687
uttar-pradesh,2019,1,saharanpur ,195185
uttar-pradesh,2019,1,bara banki ,96470
uttar-pradesh,2019,1,bareilly ,279714
uttar-pradesh,2019,1,sitapur ,125826
uttar-pradesh,2019,1,sultanpur ,105768
uttar-pradesh,2019,1,agra ,392222
uttar-pradesh,2019,1,fatehpur ,71857
uttar-pradesh,2019,1,rae bareli ,92979
uttar-pradesh,2019,1,firozabad ,114566
uttar-pradesh,2019,1,kheri ,139817
uttar-pradesh,2019,1,gorakhpur ,336196
uttar-pradesh,2019,1,unnao ,95607
uttar-pradesh,2019,1,prayagraj ,532230
uttar-pradesh,2019,1,sonbhadra ,107237
uttar-pradesh,2019,1,ghazipur ,185130
uttar-pradesh,2019,1,farrukhabad ,72462
uttar-pradesh,2019,1,kannauj ,60722
uttar-pradesh,2019,1,azamgarh ,203791
uttar-pradesh,2019,1,ayodhya ,136314
uttar-pradesh,2019,1,deoria ,172036
uttar-pradesh,2019,1,ghaziabad ,859583
uttar-pradesh,2019,2,amethi ,93799
uttar-pradesh,2019,2,siddharthnagar ,88190
uttar-pradesh,2019,2,auraiya ,71776
uttar-pradesh,2019,2,sambhal ,70632
uttar-pradesh,2019,2,kanpur nagar ,585796
uttar-pradesh,2019,2,aligarh ,261612
uttar-pradesh,2019,2,mahoba ,38658
uttar-pradesh,2019,2,lucknow ,1011470
uttar-pradesh,2019,2,sant kabeer nagar ,72429
uttar-pradesh,2019,2,hathras ,84085
uttar-pradesh,2019,2,budaun ,92569
uttar-pradesh,2019,2,moradabad ,174070
uttar-pradesh,2019,2,kushinagar ,204832
uttar-pradesh,2019,2,baghpat ,93025
uttar-pradesh,2019,2,shahjahanpur ,118150
uttar-pradesh,2019,2,muzaffarnagar ,171549
uttar-pradesh,2019,2,ambedkar nagar ,121880
uttar-pradesh,2019,2,bahraich ,79858
uttar-pradesh,2019,2,jalaun ,93400
uttar-pradesh,2019,2,rampur ,90374
uttar-pradesh,2019,2,ballia ,198740
uttar-pradesh,2019,2,shravasti ,19654
uttar-pradesh,2019,2,kasganj ,55437
uttar-pradesh,2019,2,varanasi ,583444
uttar-pradesh,2019,2,gautam buddha nagar ,1282816
uttar-pradesh,2019,2,basti ,127063
uttar-pradesh,2019,2,shamli ,71012
uttar-pradesh,2019,2,maharajganj ,134589
uttar-pradesh,2019,2,etawah ,93602
uttar-pradesh,2019,2,etah ,75177
uttar-pradesh,2019,2,banda ,59791
uttar-pradesh,2019,2,bijnor ,166819
uttar-pradesh,2019,2,hardoi ,113095
uttar-pradesh,2019,2,balrampur ,52514
uttar-pradesh,2019,2,amroha ,89991
uttar-pradesh,2019,2,pilibhit ,88189
uttar-pradesh,2019,2,mainpuri ,88354
uttar-pradesh,2019,2,kanpur dehat ,65036
uttar-pradesh,2019,2,jaunpur ,264855
uttar-pradesh,2019,2,kaushambi ,42935
uttar-pradesh,2019,2,hapur ,114161
uttar-pradesh,2019,2,hamirpur ,51539
uttar-pradesh,2019,2,meerut ,361091
uttar-pradesh,2019,2,mathura ,233342
uttar-pradesh,2019,2,chitrakoot ,34500
uttar-pradesh,2019,2,lalitpur ,59896
uttar-pradesh,2019,2,mau ,119403
uttar-pradesh,2019,2,mirzapur ,133781
uttar-pradesh,2019,2,bulandshahr ,202244
uttar-pradesh,2019,2,gonda ,118179
uttar-pradesh,2019,2,jhansi ,203616
uttar-pradesh,2019,2,chandauli ,124160
uttar-pradesh,2019,2,bhadohi ,92475
uttar-pradesh,2019,2,pratapgarh ,142016
uttar-pradesh,2019,2,saharanpur ,228553
uttar-pradesh,2019,2,bara banki ,111354
uttar-pradesh,2019,2,bareilly ,318597
uttar-pradesh,2019,2,sitapur ,144888
uttar-pradesh,2019,2,sultanpur ,122590
uttar-pradesh,2019,2,agra ,461224
uttar-pradesh,2019,2,fatehpur ,83992
uttar-pradesh,2019,2,rae bareli ,107073
uttar-pradesh,2019,2,firozabad ,137236
uttar-pradesh,2019,2,kheri ,158463
uttar-pradesh,2019,2,gorakhpur ,387961
uttar-pradesh,2019,2,unnao ,110987
uttar-pradesh,2019,2,prayagraj ,602739
uttar-pradesh,2019,2,sonbhadra ,120480
uttar-pradesh,2019,2,ghazipur ,213624
uttar-pradesh,2019,2,farrukhabad ,85295
uttar-pradesh,2019,2,kannauj ,72533
uttar-pradesh,2019,2,azamgarh ,235609
uttar-pradesh,2019,2,ayodhya ,156282
uttar-pradesh,2019,2,deoria ,199594
uttar-pradesh,2019,2,ghaziabad ,975605
uttar-pradesh,2019,3,amethi ,105040
uttar-pradesh,2019,3,siddharthnagar ,99879
uttar-pradesh,2019,3,auraiya ,81392
uttar-pradesh,2019,3,sambhal ,80158
uttar-pradesh,2019,3,kanpur nagar ,655175
uttar-pradesh,2019,3,aligarh ,301404
uttar-pradesh,2019,3,mahoba ,42896
uttar-pradesh,2019,3,lucknow ,1124832
uttar-pradesh,2019,3,sant kabeer nagar ,81569
uttar-pradesh,2019,3,hathras ,96057
uttar-pradesh,2019,3,budaun ,104296
uttar-pradesh,2019,3,moradabad ,198184
uttar-pradesh,2019,3,kushinagar ,228387
uttar-pradesh,2019,3,baghpat ,106317
uttar-pradesh,2019,3,shahjahanpur ,131285
uttar-pradesh,2019,3,muzaffarnagar ,195954
uttar-pradesh,2019,3,ambedkar nagar ,134984
uttar-pradesh,2019,3,bahraich ,90019
uttar-pradesh,2019,3,jalaun ,103258
uttar-pradesh,2019,3,rampur ,102150
uttar-pradesh,2019,3,ballia ,220174
uttar-pradesh,2019,3,shravasti ,21992
uttar-pradesh,2019,3,kasganj ,63472
uttar-pradesh,2019,3,varanasi ,639586
uttar-pradesh,2019,3,gautam buddha nagar ,1415905
uttar-pradesh,2019,3,basti ,142135
uttar-pradesh,2019,3,shamli ,80923
uttar-pradesh,2019,3,maharajganj ,148207
uttar-pradesh,2019,3,etawah ,107062
uttar-pradesh,2019,3,etah ,86419
uttar-pradesh,2019,3,banda ,66504
uttar-pradesh,2019,3,bijnor ,189782
uttar-pradesh,2019,3,hardoi ,126364
uttar-pradesh,2019,3,balrampur ,59530
uttar-pradesh,2019,3,amroha ,101730
uttar-pradesh,2019,3,pilibhit ,98268
uttar-pradesh,2019,3,mainpuri ,101932
uttar-pradesh,2019,3,kanpur dehat ,74296
uttar-pradesh,2019,3,jaunpur ,294998
uttar-pradesh,2019,3,kaushambi ,49359
uttar-pradesh,2019,3,hapur ,130436
uttar-pradesh,2019,3,hamirpur ,56997
uttar-pradesh,2019,3,meerut ,408972
uttar-pradesh,2019,3,mathura ,268573
uttar-pradesh,2019,3,chitrakoot ,38341
uttar-pradesh,2019,3,lalitpur ,66906
uttar-pradesh,2019,3,mau ,132663
uttar-pradesh,2019,3,mirzapur ,146634
uttar-pradesh,2019,3,bulandshahr ,230896
uttar-pradesh,2019,3,gonda ,132341
uttar-pradesh,2019,3,jhansi ,227191
uttar-pradesh,2019,3,chandauli ,136786
uttar-pradesh,2019,3,bhadohi ,102914
uttar-pradesh,2019,3,pratapgarh ,159596
uttar-pradesh,2019,3,saharanpur ,259929
uttar-pradesh,2019,3,bara banki ,125166
uttar-pradesh,2019,3,bareilly ,356146
uttar-pradesh,2019,3,sitapur ,166391
uttar-pradesh,2019,3,sultanpur ,137062
uttar-pradesh,2019,3,agra ,530228
uttar-pradesh,2019,3,fatehpur ,94067
uttar-pradesh,2019,3,rae bareli ,119176
uttar-pradesh,2019,3,firozabad ,161983
uttar-pradesh,2019,3,kheri ,180345
uttar-pradesh,2019,3,gorakhpur ,434172
uttar-pradesh,2019,3,unnao ,125933
uttar-pradesh,2019,3,prayagraj ,667277
uttar-pradesh,2019,3,sonbhadra ,131881
uttar-pradesh,2019,3,ghazipur ,236041
uttar-pradesh,2019,3,farrukhabad ,97522
uttar-pradesh,2019,3,kannauj ,83346
uttar-pradesh,2019,3,azamgarh ,261840
uttar-pradesh,2019,3,ayodhya ,173259
uttar-pradesh,2019,3,deoria ,223155
uttar-pradesh,2019,3,ghaziabad ,1088568
uttar-pradesh,2019,4,amethi ,119989
uttar-pradesh,2019,4,siddharthnagar ,114847
uttar-pradesh,2019,4,auraiya ,93568
uttar-pradesh,2019,4,sambhal ,91975
uttar-pradesh,2019,4,kanpur nagar ,718251
uttar-pradesh,2019,4,aligarh ,341948
uttar-pradesh,2019,4,mahoba ,48561
uttar-pradesh,2019,4,lucknow ,1221681
uttar-pradesh,2019,4,sant kabeer nagar ,92544
uttar-pradesh,2019,4,hathras ,110768
uttar-pradesh,2019,4,budaun ,120524
uttar-pradesh,2019,4,moradabad ,224285
uttar-pradesh,2019,4,kushinagar ,259562
uttar-pradesh,2019,4,baghpat ,121201
uttar-pradesh,2019,4,shahjahanpur ,148797
uttar-pradesh,2019,4,muzaffarnagar ,220338
uttar-pradesh,2019,4,ambedkar nagar ,152821
uttar-pradesh,2019,4,bahraich ,102918
uttar-pradesh,2019,4,jalaun ,116051
uttar-pradesh,2019,4,rampur ,115637
uttar-pradesh,2019,4,ballia ,248506
uttar-pradesh,2019,4,shravasti ,25490
uttar-pradesh,2019,4,kasganj ,73208
uttar-pradesh,2019,4,varanasi ,706509
uttar-pradesh,2019,4,gautam buddha nagar ,1537791
uttar-pradesh,2019,4,basti ,160858
uttar-pradesh,2019,4,shamli ,91706
uttar-pradesh,2019,4,maharajganj ,167678
uttar-pradesh,2019,4,etawah ,121909
uttar-pradesh,2019,4,etah ,100034
uttar-pradesh,2019,4,banda ,75355
uttar-pradesh,2019,4,bijnor ,215311
uttar-pradesh,2019,4,hardoi ,145034
uttar-pradesh,2019,4,balrampur ,68993
uttar-pradesh,2019,4,amroha ,115341
uttar-pradesh,2019,4,pilibhit ,112045
uttar-pradesh,2019,4,mainpuri ,117848
uttar-pradesh,2019,4,kanpur dehat ,86285
uttar-pradesh,2019,4,jaunpur ,331857
uttar-pradesh,2019,4,kaushambi ,57618
uttar-pradesh,2019,4,hapur ,147702
uttar-pradesh,2019,4,hamirpur ,64136
uttar-pradesh,2019,4,meerut ,455353
uttar-pradesh,2019,4,mathura ,306611
uttar-pradesh,2019,4,chitrakoot ,43677
uttar-pradesh,2019,4,lalitpur ,75748
uttar-pradesh,2019,4,mau ,148820
uttar-pradesh,2019,4,mirzapur ,164373
uttar-pradesh,2019,4,bulandshahr ,262361
uttar-pradesh,2019,4,gonda ,150012
uttar-pradesh,2019,4,jhansi ,252380
uttar-pradesh,2019,4,chandauli ,154068
uttar-pradesh,2019,4,bhadohi ,116323
uttar-pradesh,2019,4,pratapgarh ,182182
uttar-pradesh,2019,4,saharanpur ,290730
uttar-pradesh,2019,4,bara banki ,142882
uttar-pradesh,2019,4,bareilly ,398897
uttar-pradesh,2019,4,sitapur ,194588
uttar-pradesh,2019,4,sultanpur ,155081
uttar-pradesh,2019,4,agra ,593453
uttar-pradesh,2019,4,fatehpur ,107650
uttar-pradesh,2019,4,rae bareli ,134591
uttar-pradesh,2019,4,firozabad ,188556
uttar-pradesh,2019,4,kheri ,209667
uttar-pradesh,2019,4,gorakhpur ,483523
uttar-pradesh,2019,4,unnao ,143079
uttar-pradesh,2019,4,prayagraj ,738307
uttar-pradesh,2019,4,sonbhadra ,146957
uttar-pradesh,2019,4,ghazipur ,265215
uttar-pradesh,2019,4,farrukhabad ,111564
uttar-pradesh,2019,4,kannauj ,96093
uttar-pradesh,2019,4,azamgarh ,293685
uttar-pradesh,2019,4,ayodhya ,193592
uttar-pradesh,2019,4,deoria ,252687
uttar-pradesh,2019,4,ghaziabad ,1189357
uttar-pradesh,2020,1,amethi ,136952
uttar-pradesh,2020,1,siddharthnagar ,132802
uttar-pradesh,2020,1,auraiya ,106853
uttar-pradesh,2020,1,sambhal ,107252
uttar-pradesh,2020,1,kanpur nagar ,788847
uttar-pradesh,2020,1,aligarh ,389467
uttar-pradesh,2020,1,mahoba ,54536
uttar-pradesh,2020,1,lucknow ,1329098
uttar-pradesh,2020,1,sant kabeer nagar ,106578
uttar-pradesh,2020,1,hathras ,127615
uttar-pradesh,2020,1,budaun ,141211
uttar-pradesh,2020,1,moradabad ,257312
uttar-pradesh,2020,1,kushinagar ,294988
uttar-pradesh,2020,1,baghpat ,138206
uttar-pradesh,2020,1,shahjahanpur ,171075
uttar-pradesh,2020,1,muzaffarnagar ,253057
uttar-pradesh,2020,1,ambedkar nagar ,173558
uttar-pradesh,2020,1,bahraich ,118691
uttar-pradesh,2020,1,jalaun ,130530
uttar-pradesh,2020,1,rampur ,133897
uttar-pradesh,2020,1,ballia ,279850
uttar-pradesh,2020,1,shravasti ,29560
uttar-pradesh,2020,1,kasganj ,85463
uttar-pradesh,2020,1,varanasi ,777234
uttar-pradesh,2020,1,gautam buddha nagar ,1656331
uttar-pradesh,2020,1,basti ,182992
uttar-pradesh,2020,1,shamli ,105856
uttar-pradesh,2020,1,maharajganj ,189603
uttar-pradesh,2020,1,etawah ,139252
uttar-pradesh,2020,1,etah ,116306
uttar-pradesh,2020,1,banda ,85004
uttar-pradesh,2020,1,bijnor ,245713
uttar-pradesh,2020,1,hardoi ,166833
uttar-pradesh,2020,1,balrampur ,79242
uttar-pradesh,2020,1,amroha ,132719
uttar-pradesh,2020,1,pilibhit ,131381
uttar-pradesh,2020,1,mainpuri ,135739
uttar-pradesh,2020,1,kanpur dehat ,99757
uttar-pradesh,2020,1,jaunpur ,376245
uttar-pradesh,2020,1,kaushambi ,67498
uttar-pradesh,2020,1,hapur ,166710
uttar-pradesh,2020,1,hamirpur ,72081
uttar-pradesh,2020,1,meerut ,509693
uttar-pradesh,2020,1,mathura ,352252
uttar-pradesh,2020,1,chitrakoot ,49532
uttar-pradesh,2020,1,lalitpur ,85820
uttar-pradesh,2020,1,mau ,168403
uttar-pradesh,2020,1,mirzapur ,184275
uttar-pradesh,2020,1,bulandshahr ,300819
uttar-pradesh,2020,1,gonda ,170132
uttar-pradesh,2020,1,jhansi ,279897
uttar-pradesh,2020,1,chandauli ,173797
uttar-pradesh,2020,1,bhadohi ,131750
uttar-pradesh,2020,1,pratapgarh ,208100
uttar-pradesh,2020,1,saharanpur ,332027
uttar-pradesh,2020,1,bara banki ,163878
uttar-pradesh,2020,1,bareilly ,452872
uttar-pradesh,2020,1,sitapur ,223690
uttar-pradesh,2020,1,sultanpur ,175425
uttar-pradesh,2020,1,agra ,668251
uttar-pradesh,2020,1,fatehpur ,123288
uttar-pradesh,2020,1,rae bareli ,151785
uttar-pradesh,2020,1,firozabad ,221119
uttar-pradesh,2020,1,kheri ,242677
uttar-pradesh,2020,1,gorakhpur ,539316
uttar-pradesh,2020,1,unnao ,163038
uttar-pradesh,2020,1,prayagraj ,816436
uttar-pradesh,2020,1,sonbhadra ,163017
uttar-pradesh,2020,1,ghazipur ,299524
uttar-pradesh,2020,1,farrukhabad ,127474
uttar-pradesh,2020,1,kannauj ,110383
uttar-pradesh,2020,1,azamgarh ,334030
uttar-pradesh,2020,1,ayodhya ,217835
uttar-pradesh,2020,1,deoria ,285363
uttar-pradesh,2020,1,ghaziabad ,1296464
uttar-pradesh,2020,2,amethi ,157381
uttar-pradesh,2020,2,siddharthnagar ,155865
uttar-pradesh,2020,2,auraiya ,122400
uttar-pradesh,2020,2,sambhal ,125328
uttar-pradesh,2020,2,kanpur nagar ,864991
uttar-pradesh,2020,2,aligarh ,440101
uttar-pradesh,2020,2,mahoba ,62821
uttar-pradesh,2020,2,lucknow ,1434386
uttar-pradesh,2020,2,sant kabeer nagar ,122481
uttar-pradesh,2020,2,hathras ,146288
uttar-pradesh,2020,2,budaun ,166532
uttar-pradesh,2020,2,moradabad ,295194
uttar-pradesh,2020,2,kushinagar ,331722
uttar-pradesh,2020,2,baghpat ,155849
uttar-pradesh,2020,2,shahjahanpur ,196359
uttar-pradesh,2020,2,muzaffarnagar ,287462
uttar-pradesh,2020,2,ambedkar nagar ,198579
uttar-pradesh,2020,2,bahraich ,138923
uttar-pradesh,2020,2,jalaun ,147970
uttar-pradesh,2020,2,rampur ,155359
uttar-pradesh,2020,2,ballia ,314673
uttar-pradesh,2020,2,shravasti ,34854
uttar-pradesh,2020,2,kasganj ,99981
uttar-pradesh,2020,2,varanasi ,851213
uttar-pradesh,2020,2,gautam buddha nagar ,1756163
uttar-pradesh,2020,2,basti ,209591
uttar-pradesh,2020,2,shamli ,120773
uttar-pradesh,2020,2,maharajganj ,213692
uttar-pradesh,2020,2,etawah ,159083
uttar-pradesh,2020,2,etah ,136054
uttar-pradesh,2020,2,banda ,97787
uttar-pradesh,2020,2,bijnor ,281914
uttar-pradesh,2020,2,hardoi ,196544
uttar-pradesh,2020,2,balrampur ,92076
uttar-pradesh,2020,2,amroha ,152529
uttar-pradesh,2020,2,pilibhit ,150146
uttar-pradesh,2020,2,mainpuri ,157546
uttar-pradesh,2020,2,kanpur dehat ,116906
uttar-pradesh,2020,2,jaunpur ,423581
uttar-pradesh,2020,2,kaushambi ,79177
uttar-pradesh,2020,2,hapur ,187076
uttar-pradesh,2020,2,hamirpur ,82461
uttar-pradesh,2020,2,meerut ,566838
uttar-pradesh,2020,2,mathura ,401021
uttar-pradesh,2020,2,chitrakoot ,57001
uttar-pradesh,2020,2,lalitpur ,96852
uttar-pradesh,2020,2,mau ,191234
uttar-pradesh,2020,2,mirzapur ,207293
uttar-pradesh,2020,2,bulandshahr ,341588
uttar-pradesh,2020,2,gonda ,193655
uttar-pradesh,2020,2,jhansi ,309640
uttar-pradesh,2020,2,chandauli ,196636
uttar-pradesh,2020,2,bhadohi ,148612
uttar-pradesh,2020,2,pratapgarh ,238168
uttar-pradesh,2020,2,saharanpur ,377311
uttar-pradesh,2020,2,bara banki ,186789
uttar-pradesh,2020,2,bareilly ,507342
uttar-pradesh,2020,2,sitapur ,251510
uttar-pradesh,2020,2,sultanpur ,198267
uttar-pradesh,2020,2,agra ,746336
uttar-pradesh,2020,2,fatehpur ,143578
uttar-pradesh,2020,2,rae bareli ,172513
uttar-pradesh,2020,2,firozabad ,255512
uttar-pradesh,2020,2,kheri ,271159
uttar-pradesh,2020,2,gorakhpur ,600961
uttar-pradesh,2020,2,unnao ,187748
uttar-pradesh,2020,2,prayagraj ,892787
uttar-pradesh,2020,2,sonbhadra ,181105
uttar-pradesh,2020,2,ghazipur ,337515
uttar-pradesh,2020,2,farrukhabad ,147186
uttar-pradesh,2020,2,kannauj ,126696
uttar-pradesh,2020,2,azamgarh ,379884
uttar-pradesh,2020,2,ayodhya ,245136
uttar-pradesh,2020,2,deoria ,321321
uttar-pradesh,2020,2,ghaziabad ,1399514
uttar-pradesh,2020,3,amethi ,175672
uttar-pradesh,2020,3,siddharthnagar ,176555
uttar-pradesh,2020,3,auraiya ,136156
uttar-pradesh,2020,3,sambhal ,141580
uttar-pradesh,2020,3,kanpur nagar ,941379
uttar-pradesh,2020,3,aligarh ,489555
uttar-pradesh,2020,3,mahoba ,71317
uttar-pradesh,2020,3,lucknow ,1551932
uttar-pradesh,2020,3,sant kabeer nagar ,136932
uttar-pradesh,2020,3,hathras ,164058
uttar-pradesh,2020,3,budaun ,188814
uttar-pradesh,2020,3,moradabad ,329322
uttar-pradesh,2020,3,kushinagar ,366656
uttar-pradesh,2020,3,baghpat ,173593
uttar-pradesh,2020,3,shahjahanpur ,219668
uttar-pradesh,2020,3,muzaffarnagar ,320098
uttar-pradesh,2020,3,ambedkar nagar ,219649
uttar-pradesh,2020,3,bahraich ,158041
uttar-pradesh,2020,3,jalaun ,164885
uttar-pradesh,2020,3,rampur ,174194
uttar-pradesh,2020,3,ballia ,347325
uttar-pradesh,2020,3,shravasti ,40056
uttar-pradesh,2020,3,kasganj ,111622
uttar-pradesh,2020,3,varanasi ,927313
uttar-pradesh,2020,3,gautam buddha nagar ,1885370
uttar-pradesh,2020,3,basti ,232300
uttar-pradesh,2020,3,shamli ,134703
uttar-pradesh,2020,3,maharajganj ,236496
uttar-pradesh,2020,3,etawah ,178286
uttar-pradesh,2020,3,etah ,152537
uttar-pradesh,2020,3,banda ,109260
uttar-pradesh,2020,3,bijnor ,315548
uttar-pradesh,2020,3,hardoi ,224504
uttar-pradesh,2020,3,balrampur ,104746
uttar-pradesh,2020,3,amroha ,171549
uttar-pradesh,2020,3,pilibhit ,167139
uttar-pradesh,2020,3,mainpuri ,176651
uttar-pradesh,2020,3,kanpur dehat ,131597
uttar-pradesh,2020,3,jaunpur ,470090
uttar-pradesh,2020,3,kaushambi ,89293
uttar-pradesh,2020,3,hapur ,207549
uttar-pradesh,2020,3,hamirpur ,92148
uttar-pradesh,2020,3,meerut ,624570
uttar-pradesh,2020,3,mathura ,450042
uttar-pradesh,2020,3,chitrakoot ,63813
uttar-pradesh,2020,3,lalitpur ,109905
uttar-pradesh,2020,3,mau ,211980
uttar-pradesh,2020,3,mirzapur ,229009
uttar-pradesh,2020,3,bulandshahr ,382144
uttar-pradesh,2020,3,gonda ,216590
uttar-pradesh,2020,3,jhansi ,340517
uttar-pradesh,2020,3,chandauli ,218583
uttar-pradesh,2020,3,bhadohi ,165497
uttar-pradesh,2020,3,pratapgarh ,265530
uttar-pradesh,2020,3,saharanpur ,419510
uttar-pradesh,2020,3,bara banki ,208489
uttar-pradesh,2020,3,bareilly ,558821
uttar-pradesh,2020,3,sitapur ,281113
uttar-pradesh,2020,3,sultanpur ,218977
uttar-pradesh,2020,3,agra ,822893
uttar-pradesh,2020,3,fatehpur ,161230
uttar-pradesh,2020,3,rae bareli ,190989
uttar-pradesh,2020,3,firozabad ,291115
uttar-pradesh,2020,3,kheri ,309435
uttar-pradesh,2020,3,gorakhpur ,661272
uttar-pradesh,2020,3,unnao ,210513
uttar-pradesh,2020,3,prayagraj ,974228
uttar-pradesh,2020,3,sonbhadra ,198688
uttar-pradesh,2020,3,ghazipur ,373352
uttar-pradesh,2020,3,farrukhabad ,165207
uttar-pradesh,2020,3,kannauj ,141507
uttar-pradesh,2020,3,azamgarh ,421262
uttar-pradesh,2020,3,ayodhya ,271190
uttar-pradesh,2020,3,deoria ,355557
uttar-pradesh,2020,3,ghaziabad ,1518450
uttar-pradesh,2020,4,amethi ,193465
uttar-pradesh,2020,4,siddharthnagar ,196286
uttar-pradesh,2020,4,auraiya ,149979
uttar-pradesh,2020,4,sambhal ,158974
uttar-pradesh,2020,4,kanpur nagar ,1022768
uttar-pradesh,2020,4,aligarh ,541762
uttar-pradesh,2020,4,mahoba ,79027
uttar-pradesh,2020,4,lucknow ,1684510
uttar-pradesh,2020,4,sant kabeer nagar ,151391
uttar-pradesh,2020,4,hathras ,181527
uttar-pradesh,2020,4,budaun ,210856
uttar-pradesh,2020,4,moradabad ,366253
uttar-pradesh,2020,4,kushinagar ,403037
uttar-pradesh,2020,4,baghpat ,191550
uttar-pradesh,2020,4,shahjahanpur ,243863
uttar-pradesh,2020,4,muzaffarnagar ,356175
uttar-pradesh,2020,4,ambedkar nagar ,239981
uttar-pradesh,2020,4,bahraich ,177840
uttar-pradesh,2020,4,jalaun ,180793
uttar-pradesh,2020,4,rampur ,193633
uttar-pradesh,2020,4,ballia ,381096
uttar-pradesh,2020,4,shravasti ,45237
uttar-pradesh,2020,4,kasganj ,123544
uttar-pradesh,2020,4,varanasi ,1003989
uttar-pradesh,2020,4,gautam buddha nagar ,2030178
uttar-pradesh,2020,4,basti ,254542
uttar-pradesh,2020,4,shamli ,149991
uttar-pradesh,2020,4,maharajganj ,258192
uttar-pradesh,2020,4,etawah ,197027
uttar-pradesh,2020,4,etah ,168855
uttar-pradesh,2020,4,banda ,120914
uttar-pradesh,2020,4,bijnor ,351089
uttar-pradesh,2020,4,hardoi ,250349
uttar-pradesh,2020,4,balrampur ,117269
uttar-pradesh,2020,4,amroha ,191119
uttar-pradesh,2020,4,pilibhit ,183285
uttar-pradesh,2020,4,mainpuri ,195376
uttar-pradesh,2020,4,kanpur dehat ,146458
uttar-pradesh,2020,4,jaunpur ,516171
uttar-pradesh,2020,4,kaushambi ,99316
uttar-pradesh,2020,4,hapur ,229889
uttar-pradesh,2020,4,hamirpur ,101258
uttar-pradesh,2020,4,meerut ,686266
uttar-pradesh,2020,4,mathura ,498292
uttar-pradesh,2020,4,chitrakoot ,70900
uttar-pradesh,2020,4,lalitpur ,121961
uttar-pradesh,2020,4,mau ,233339
uttar-pradesh,2020,4,mirzapur ,250009
uttar-pradesh,2020,4,bulandshahr ,424578
uttar-pradesh,2020,4,gonda ,241011
uttar-pradesh,2020,4,jhansi ,372783
uttar-pradesh,2020,4,chandauli ,239906
uttar-pradesh,2020,4,bhadohi ,181635
uttar-pradesh,2020,4,pratapgarh ,292533
uttar-pradesh,2020,4,saharanpur ,465256
uttar-pradesh,2020,4,bara banki ,229762
uttar-pradesh,2020,4,bareilly ,611236
uttar-pradesh,2020,4,sitapur ,310665
uttar-pradesh,2020,4,sultanpur ,239344
uttar-pradesh,2020,4,agra ,900497
uttar-pradesh,2020,4,fatehpur ,178261
uttar-pradesh,2020,4,rae bareli ,209697
uttar-pradesh,2020,4,firozabad ,324392
uttar-pradesh,2020,4,kheri ,348147
uttar-pradesh,2020,4,gorakhpur ,722618
uttar-pradesh,2020,4,unnao ,232426
uttar-pradesh,2020,4,prayagraj ,1059982
uttar-pradesh,2020,4,sonbhadra ,217218
uttar-pradesh,2020,4,ghazipur ,409921
uttar-pradesh,2020,4,farrukhabad ,182995
uttar-pradesh,2020,4,kannauj ,156055
uttar-pradesh,2020,4,azamgarh ,463173
uttar-pradesh,2020,4,ayodhya ,296721
uttar-pradesh,2020,4,deoria ,391411
uttar-pradesh,2020,4,ghaziabad ,1647330
uttar-pradesh,2021,1,amethi ,209408
uttar-pradesh,2021,1,siddharthnagar ,213056
uttar-pradesh,2021,1,auraiya ,162129
uttar-pradesh,2021,1,sambhal ,173933
uttar-pradesh,2021,1,kanpur nagar ,1100587
uttar-pradesh,2021,1,aligarh ,588461
uttar-pradesh,2021,1,mahoba ,85807
uttar-pradesh,2021,1,lucknow ,1813076
uttar-pradesh,2021,1,sant kabeer nagar ,164355
uttar-pradesh,2021,1,hathras ,197275
uttar-pradesh,2021,1,budaun ,229929
uttar-pradesh,2021,1,moradabad ,399160
uttar-pradesh,2021,1,kushinagar ,437393
uttar-pradesh,2021,1,baghpat ,207627
uttar-pradesh,2021,1,shahjahanpur ,265197
